,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0303,0.079,0.382,0.702,-0.126,0.186
mkt-rf,0.9962,0.013,78.753,0.0,0.971,1.021
FX Factor,-0.0012,0.003,-0.368,0.713,-0.007,0.005
