,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0386,0.134,0.288,0.774,-0.225,0.303
mkt-rf,1.0166,0.022,46.407,0.0,0.973,1.06
FX Factor,-0.0008,0.004,-0.192,0.848,-0.009,0.008
