,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0125,0.067,0.186,0.853,-0.12,0.145
mkt-rf,0.9987,0.011,93.205,0.0,0.978,1.02
FX Factor,-0.0004,0.003,-0.166,0.868,-0.006,0.005
