,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.013,0.162,-0.08,0.936,-0.331,0.306
mkt-rf,0.9575,0.026,36.24,0.0,0.905,1.01
FX Factor,-0.0005,0.005,-0.101,0.92,-0.011,0.01
