,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0142,0.058,-0.243,0.808,-0.129,0.101
mkt-rf,0.998,0.009,107.037,0.0,0.98,1.016
FX Factor,0.0004,0.002,0.182,0.855,-0.004,0.005
