,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0131,0.325,-0.04,0.968,-0.653,0.626
mkt-rf,0.9923,0.028,34.873,0.0,0.936,1.048
FX Factor,0.0004,0.011,0.034,0.973,-0.022,0.023
