,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0798,0.076,-1.046,0.297,-0.23,0.07
mkt-rf,1.0056,0.018,55.42,0.0,0.97,1.041
FX Factor,0.0028,0.003,0.979,0.329,-0.003,0.008
