,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0427,0.073,-0.589,0.557,-0.186,0.1
mkt-rf,1.0099,0.012,85.164,0.0,0.987,1.033
FX Factor,0.0016,0.002,0.692,0.49,-0.003,0.006
