,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0247,0.044,-0.564,0.573,-0.111,0.062
mkt-rf,1.0042,0.007,143.194,0.0,0.99,1.018
FX Factor,0.001,0.002,0.594,0.553,-0.002,0.004
