,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0377,0.051,-0.743,0.458,-0.138,0.062
mkt-rf,1.001,0.008,120.786,0.0,0.985,1.017
FX Factor,0.0012,0.002,0.749,0.455,-0.002,0.004
