,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0418,0.098,-0.429,0.669,-0.234,0.15
mkt-rf,0.9914,0.016,62.188,0.0,0.96,1.023
FX Factor,0.0012,0.003,0.376,0.707,-0.005,0.007
