,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0826,0.339,0.244,0.808,-0.585,0.75
mkt-rf,1.0174,0.058,17.668,0.0,0.904,1.131
FX Factor,-0.0026,0.012,-0.211,0.833,-0.026,0.021
