,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0332,0.063,-0.524,0.601,-0.158,0.092
mkt-rf,0.9932,0.01,96.034,0.0,0.973,1.014
FX Factor,0.0009,0.002,0.441,0.66,-0.003,0.005
