,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.12,0.112,-1.069,0.286,-0.341,0.101
mkt-rf,1.0025,0.027,37.555,0.0,0.95,1.055
FX Factor,0.0041,0.004,1.001,0.318,-0.004,0.012
