,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0684,0.096,0.715,0.475,-0.12,0.257
mkt-rf,0.9778,0.023,42.982,0.0,0.933,1.023
FX Factor,-0.0027,0.004,-0.767,0.444,-0.01,0.004
