,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0885,0.068,-1.293,0.197,-0.223,0.046
mkt-rf,0.9906,0.011,88.549,0.0,0.969,1.013
FX Factor,0.0026,0.002,1.177,0.24,-0.002,0.007
