,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0185,0.19,-0.097,0.923,-0.393,0.356
mkt-rf,1.0172,0.045,22.491,0.0,0.928,1.106
FX Factor,0.0009,0.007,0.135,0.893,-0.013,0.015
