,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0891,0.267,-0.333,0.739,-0.616,0.437
mkt-rf,1.0088,0.023,43.07,0.0,0.963,1.055
FX Factor,0.0033,0.009,0.355,0.723,-0.015,0.022
