,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0632,0.06,-1.048,0.296,-0.182,0.056
mkt-rf,1.011,0.01,104.856,0.0,0.992,1.03
FX Factor,0.0026,0.002,1.076,0.283,-0.002,0.007
