,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1289,0.063,-2.052,0.041,-0.253,-0.005
mkt-rf,1.0118,0.01,100.826,0.0,0.992,1.032
FX Factor,0.0048,0.002,1.931,0.055,-9.7e-05,0.01
