,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0074,0.076,-0.098,0.922,-0.157,0.142
mkt-rf,0.997,0.018,55.286,0.0,0.961,1.033
FX Factor,0.0002,0.003,0.072,0.943,-0.005,0.006
