,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0088,0.112,-0.079,0.937,-0.23,0.213
mkt-rf,0.9769,0.027,36.522,0.0,0.924,1.03
FX Factor,1.368e-05,0.004,0.003,0.997,-0.008,0.008
