,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0207,0.089,-0.234,0.816,-0.195,0.154
mkt-rf,1.0074,0.014,71.182,0.0,0.98,1.035
FX Factor,0.0011,0.004,0.301,0.763,-0.006,0.008
