,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0308,0.054,-0.575,0.566,-0.136,0.075
mkt-rf,0.9929,0.009,113.477,0.0,0.976,1.01
FX Factor,0.0008,0.002,0.458,0.647,-0.003,0.004
