,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0431,0.045,-0.955,0.34,-0.132,0.046
mkt-rf,1.0071,0.007,139.695,0.0,0.993,1.021
FX Factor,0.0017,0.002,0.98,0.328,-0.002,0.005
