,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0581,0.059,0.982,0.327,-0.059,0.175
mkt-rf,1.0105,0.01,104.461,0.0,0.991,1.03
FX Factor,-0.0016,0.002,-0.858,0.392,-0.005,0.002
