,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0118,0.059,0.198,0.843,-0.105,0.129
mkt-rf,0.9894,0.01,102.137,0.0,0.97,1.008
FX Factor,-0.0007,0.002,-0.341,0.733,-0.004,0.003
