,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0825,0.064,1.294,0.197,-0.043,0.208
mkt-rf,0.9859,0.015,65.022,0.0,0.956,1.016
FX Factor,-0.003,0.002,-1.29,0.198,-0.008,0.002
