,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2533,0.118,-2.151,0.032,-0.485,-0.021
mkt-rf,1.0386,0.028,37.075,0.0,0.983,1.094
FX Factor,0.0092,0.004,2.115,0.035,0.001,0.018
