,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0925,0.104,0.891,0.374,-0.112,0.297
mkt-rf,1.0247,0.017,60.385,0.0,0.991,1.058
FX Factor,-0.0024,0.003,-0.728,0.467,-0.009,0.004
