,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1285,0.307,-0.419,0.675,-0.733,0.475
mkt-rf,0.9551,0.027,35.543,0.0,0.902,1.008
FX Factor,0.0039,0.011,0.364,0.717,-0.017,0.025
