,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.031,0.116,-0.267,0.79,-0.26,0.198
mkt-rf,0.9768,0.019,51.487,0.0,0.939,1.014
FX Factor,0.0004,0.004,0.115,0.908,-0.007,0.008
