,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.4675,0.227,-2.06,0.04,-0.915,-0.021
mkt-rf,1.0598,0.054,19.633,0.0,0.953,1.166
FX Factor,0.0167,0.008,1.998,0.047,0.0,0.033
