,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0966,0.079,-1.215,0.225,-0.253,0.06
mkt-rf,1.008,0.019,53.34,0.0,0.971,1.045
FX Factor,0.0033,0.003,1.133,0.258,-0.002,0.009
