,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0395,0.074,-0.536,0.592,-0.185,0.106
mkt-rf,0.9982,0.018,56.948,0.0,0.964,1.033
FX Factor,0.0013,0.003,0.475,0.635,-0.004,0.007
