,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1512,0.136,-1.115,0.266,-0.418,0.116
mkt-rf,0.96,0.012,80.807,0.0,0.937,0.983
FX Factor,0.0048,0.005,0.996,0.32,-0.005,0.014
