,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0553,0.061,-0.913,0.362,-0.175,0.064
mkt-rf,1.0073,0.01,104.123,0.0,0.988,1.026
FX Factor,0.0021,0.002,0.87,0.385,-0.003,0.007
