,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0209,0.128,-0.163,0.87,-0.273,0.231
mkt-rf,1.0108,0.02,49.376,0.0,0.971,1.051
FX Factor,0.0011,0.005,0.224,0.823,-0.009,0.011
