,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1115,0.068,1.635,0.103,-0.023,0.246
mkt-rf,0.989,0.011,88.76,0.0,0.967,1.011
FX Factor,-0.0039,0.002,-1.754,0.081,-0.008,0.0
