,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0545,0.058,-0.938,0.349,-0.169,0.06
mkt-rf,1.0093,0.009,108.754,0.0,0.991,1.028
FX Factor,0.0022,0.002,0.956,0.34,-0.002,0.007
