,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0723,0.161,-0.448,0.654,-0.39,0.245
mkt-rf,0.9809,0.014,69.385,0.0,0.953,1.009
FX Factor,0.0023,0.006,0.401,0.688,-0.009,0.014
