,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0345,0.103,-0.334,0.739,-0.238,0.169
mkt-rf,1.0137,0.025,41.271,0.0,0.965,1.062
FX Factor,0.0013,0.004,0.354,0.724,-0.006,0.009
