,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0418,0.087,0.477,0.634,-0.131,0.214
mkt-rf,1.0093,0.014,70.587,0.0,0.981,1.037
FX Factor,-0.0011,0.003,-0.401,0.689,-0.007,0.004
