,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0785,0.179,-0.438,0.661,-0.431,0.274
mkt-rf,0.9978,0.043,23.419,0.0,0.914,1.082
FX Factor,0.0026,0.007,0.397,0.692,-0.01,0.016
