,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0791,0.178,-0.445,0.657,-0.429,0.271
mkt-rf,1.0449,0.029,35.986,0.0,0.988,1.102
FX Factor,0.0038,0.006,0.661,0.51,-0.008,0.015
