,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0334,0.106,-0.315,0.753,-0.242,0.176
mkt-rf,0.985,0.017,56.821,0.0,0.951,1.019
FX Factor,0.0007,0.003,0.215,0.83,-0.006,0.007
