,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0022,0.046,0.048,0.962,-0.089,0.093
mkt-rf,1.002,0.008,132.754,0.0,0.987,1.017
FX Factor,-3.142e-05,0.001,-0.021,0.983,-0.003,0.003
