,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1255,0.12,-1.049,0.295,-0.361,0.11
mkt-rf,1.0316,0.028,36.279,0.0,0.976,1.088
FX Factor,0.0047,0.004,1.058,0.291,-0.004,0.013
