,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0756,0.111,-0.68,0.497,-0.295,0.143
mkt-rf,1.0295,0.018,57.931,0.0,0.994,1.065
FX Factor,0.0038,0.004,0.872,0.384,-0.005,0.012
