,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1224,0.086,1.431,0.154,-0.046,0.291
mkt-rf,0.9871,0.02,48.526,0.0,0.947,1.027
FX Factor,-0.0043,0.003,-1.369,0.172,-0.011,0.002
