,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2071,0.336,-0.616,0.538,-0.869,0.455
mkt-rf,0.9651,0.029,32.76,0.0,0.907,1.023
FX Factor,0.0069,0.012,0.579,0.563,-0.017,0.03
