,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0888,0.121,-0.735,0.463,-0.327,0.149
mkt-rf,1.0137,0.019,52.51,0.0,0.976,1.052
FX Factor,0.0036,0.005,0.754,0.452,-0.006,0.013
