,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0697,0.082,0.848,0.397,-0.092,0.232
mkt-rf,0.9743,0.02,49.815,0.0,0.936,1.013
FX Factor,-0.0028,0.003,-0.916,0.36,-0.009,0.003
