,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0421,0.044,-0.946,0.345,-0.13,0.045
mkt-rf,1.0079,0.007,141.931,0.0,0.994,1.022
FX Factor,0.0017,0.002,0.989,0.323,-0.002,0.005
