,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1737,0.182,-0.956,0.34,-0.532,0.184
mkt-rf,0.9842,0.016,61.818,0.0,0.953,1.016
FX Factor,0.0059,0.006,0.926,0.355,-0.007,0.019
