,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0231,0.082,-0.283,0.778,-0.184,0.138
mkt-rf,1.0082,0.013,75.459,0.0,0.982,1.035
FX Factor,0.0009,0.003,0.349,0.727,-0.004,0.006
