,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0545,0.043,-1.27,0.205,-0.139,0.03
mkt-rf,1.0084,0.007,147.133,0.0,0.995,1.022
FX Factor,0.0022,0.002,1.294,0.197,-0.001,0.006
