,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0348,0.064,0.546,0.586,-0.091,0.16
mkt-rf,0.9958,0.01,97.765,0.0,0.976,1.016
FX Factor,-0.0013,0.003,-0.504,0.615,-0.006,0.004
